concept_code,vocabulary_id,cluster
S25.402S,ICD10CM,injury_sequela
S63.529S,ICD10CM,injury_sequela
S79.122S,ICD10CM,injury_sequela
S45.319S,ICD10CM,injury_sequela
S55.211S,ICD10CM,injury_sequela
T22.162S,ICD10CM,injury_sequela
S02.839S,ICD10CM,injury_sequela
S82.031S,ICD10CM,injury_sequela
S21.152S,ICD10CM,injury_sequela
S13.130S,ICD10CM,injury_sequela
S62.640S,ICD10CM,injury_sequela
S45.302S,ICD10CM,injury_sequela
S61.509S,ICD10CM,injury_sequela
S73.111S,ICD10CM,injury_sequela
S43.419S,ICD10CM,injury_sequela
S36.519S,ICD10CM,injury_sequela
S23.152S,ICD10CM,injury_sequela
S37.062S,ICD10CM,injury_sequela
T20.57XS,ICD10CM,injury_sequela
S72.026S,ICD10CM,injury_sequela
S05.00XS,ICD10CM,injury_sequela
S83.195S,ICD10CM,injury_sequela
S92.516S,ICD10CM,injury_sequela
S88.929S,ICD10CM,injury_sequela
S98.012S,ICD10CM,injury_sequela
S55.202S,ICD10CM,injury_sequela
S73.112S,ICD10CM,injury_sequela
S82.012S,ICD10CM,injury_sequela
S93.401S,ICD10CM,injury_sequela
S24.159S,ICD10CM,injury_sequela
S43.306S,ICD10CM,injury_sequela
S93.105S,ICD10CM,injury_sequela
S79.929S,ICD10CM,injury_sequela
S70.919S,ICD10CM,injury_sequela
S20.96XS,ICD10CM,injury_sequela
T23.321S,ICD10CM,injury_sequela
S20.01XS,ICD10CM,injury_sequela
S62.144S,ICD10CM,injury_sequela
S92.144S,ICD10CM,injury_sequela
S21.339S,ICD10CM,injury_sequela
S63.258S,ICD10CM,injury_sequela
S63.014S,ICD10CM,injury_sequela
T15.01XS,ICD10CM,injury_sequela
S91.302S,ICD10CM,injury_sequela
S62.339S,ICD10CM,injury_sequela
T20.33XS,ICD10CM,injury_sequela
S52.325S,ICD10CM,injury_sequela
S32.424S,ICD10CM,injury_sequela
S70.272S,ICD10CM,injury_sequela
S36.291S,ICD10CM,injury_sequela
T20.25XS,ICD10CM,injury_sequela
S80.921S,ICD10CM,injury_sequela
S50.359S,ICD10CM,injury_sequela
S66.596S,ICD10CM,injury_sequela
S91.205S,ICD10CM,injury_sequela
S66.310S,ICD10CM,injury_sequela
S72.045S,ICD10CM,injury_sequela
S66.112S,ICD10CM,injury_sequela
S82.262S,ICD10CM,injury_sequela
S90.541S,ICD10CM,injury_sequela
S93.499S,ICD10CM,injury_sequela
S61.305S,ICD10CM,injury_sequela
S66.507S,ICD10CM,injury_sequela
S54.10XS,ICD10CM,injury_sequela
S22.061S,ICD10CM,injury_sequela
S03.42XS,ICD10CM,injury_sequela
S66.313S,ICD10CM,injury_sequela
S83.511S,ICD10CM,injury_sequela
S92.221S,ICD10CM,injury_sequela
S32.402S,ICD10CM,injury_sequela
S96.202S,ICD10CM,injury_sequela
S85.122S,ICD10CM,injury_sequela
S32.501S,ICD10CM,injury_sequela
S49.82XS,ICD10CM,injury_sequela
S92.032S,ICD10CM,injury_sequela
S98.312S,ICD10CM,injury_sequela
S61.326S,ICD10CM,injury_sequela
S00.241S,ICD10CM,injury_sequela
S82.136S,ICD10CM,injury_sequela
S92.214S,ICD10CM,injury_sequela
S06.316S,ICD10CM,injury_sequela
S85.499S,ICD10CM,injury_sequela
S96.999S,ICD10CM,injury_sequela
S25.112S,ICD10CM,injury_sequela
S04.041S,ICD10CM,injury_sequela
S35.298S,ICD10CM,injury_sequela
S35.533S,ICD10CM,injury_sequela
S06.309S,ICD10CM,injury_sequela
S80.822S,ICD10CM,injury_sequela
S62.397S,ICD10CM,injury_sequela
S95.212S,ICD10CM,injury_sequela
S89.229S,ICD10CM,injury_sequela
S12.8XXS,ICD10CM,injury_sequela
S72.431S,ICD10CM,injury_sequela
S06.358S,ICD10CM,injury_sequela
S48.022S,ICD10CM,injury_sequela
S68.616S,ICD10CM,injury_sequela
S01.85XS,ICD10CM,injury_sequela
T22.131S,ICD10CM,injury_sequela
S60.361S,ICD10CM,injury_sequela
S66.324S,ICD10CM,injury_sequela
T22.769S,ICD10CM,injury_sequela
S06.323S,ICD10CM,injury_sequela
S73.014S,ICD10CM,injury_sequela
S62.338S,ICD10CM,injury_sequela
T22.149S,ICD10CM,injury_sequela
S83.141S,ICD10CM,injury_sequela
S41.012S,ICD10CM,injury_sequela
S72.441S,ICD10CM,injury_sequela
S92.231S,ICD10CM,injury_sequela
S90.473S,ICD10CM,injury_sequela
S92.122S,ICD10CM,injury_sequela
S72.001S,ICD10CM,injury_sequela
S06.5X1S,ICD10CM,injury_sequela
S35.535S,ICD10CM,injury_sequela
T28.1XXS,ICD10CM,injury_sequela
S01.332S,ICD10CM,injury_sequela
S73.043S,ICD10CM,injury_sequela
S42.494S,ICD10CM,injury_sequela
S32.001S,ICD10CM,injury_sequela
S04.70XS,ICD10CM,injury_sequela
S11.13XS,ICD10CM,injury_sequela
S66.111S,ICD10CM,injury_sequela
S72.90XS,ICD10CM,injury_sequela
S52.001S,ICD10CM,injury_sequela
S46.901S,ICD10CM,injury_sequela
T26.30XS,ICD10CM,injury_sequela
S20.302S,ICD10CM,injury_sequela
S36.30XS,ICD10CM,injury_sequela
S52.699S,ICD10CM,injury_sequela
S37.22XS,ICD10CM,injury_sequela
S79.821S,ICD10CM,injury_sequela
S82.162S,ICD10CM,injury_sequela
S60.129S,ICD10CM,injury_sequela
S10.15XS,ICD10CM,injury_sequela
S36.429S,ICD10CM,injury_sequela
S61.321S,ICD10CM,injury_sequela
S26.021S,ICD10CM,injury_sequela
S43.035S,ICD10CM,injury_sequela
S32.042S,ICD10CM,injury_sequela
S09.309S,ICD10CM,injury_sequela
S62.314S,ICD10CM,injury_sequela
S60.417S,ICD10CM,injury_sequela
S84.10XS,ICD10CM,injury_sequela
S76.221S,ICD10CM,injury_sequela
T21.40XS,ICD10CM,injury_sequela
S30.811S,ICD10CM,injury_sequela
T79.2XXS,ICD10CM,injury_sequela
S52.512S,ICD10CM,injury_sequela
S58.112S,ICD10CM,injury_sequela
S68.618S,ICD10CM,injury_sequela
T24.099S,ICD10CM,injury_sequela
S82.433S,ICD10CM,injury_sequela
T20.45XS,ICD10CM,injury_sequela
S72.002S,ICD10CM,injury_sequela
S80.12XS,ICD10CM,injury_sequela
S72.133S,ICD10CM,injury_sequela
S68.721S,ICD10CM,injury_sequela
S52.271S,ICD10CM,injury_sequela
S73.012S,ICD10CM,injury_sequela
S56.212S,ICD10CM,injury_sequela
S90.456S,ICD10CM,injury_sequela
S66.198S,ICD10CM,injury_sequela
S22.20XS,ICD10CM,injury_sequela
S15.222S,ICD10CM,injury_sequela
T22.251S,ICD10CM,injury_sequela
S02.671S,ICD10CM,injury_sequela
S76.999S,ICD10CM,injury_sequela
S01.502S,ICD10CM,injury_sequela
S60.111S,ICD10CM,injury_sequela
S06.381S,ICD10CM,injury_sequela
S62.606S,ICD10CM,injury_sequela
S66.322S,ICD10CM,injury_sequela
S67.02XS,ICD10CM,injury_sequela
S61.241S,ICD10CM,injury_sequela
S32.022S,ICD10CM,injury_sequela
T23.539S,ICD10CM,injury_sequela
S63.614S,ICD10CM,injury_sequela
T17.220S,ICD10CM,injury_sequela
S71.021S,ICD10CM,injury_sequela
S06.313S,ICD10CM,injury_sequela
S49.091S,ICD10CM,injury_sequela
S52.612S,ICD10CM,injury_sequela
S93.325S,ICD10CM,injury_sequela
S06.304S,ICD10CM,injury_sequela
S91.309S,ICD10CM,injury_sequela
T20.22XS,ICD10CM,injury_sequela
T22.621S,ICD10CM,injury_sequela
S91.106S,ICD10CM,injury_sequela
S91.146S,ICD10CM,injury_sequela
S14.157S,ICD10CM,injury_sequela
S83.096S,ICD10CM,injury_sequela
S66.492S,ICD10CM,injury_sequela
S52.034S,ICD10CM,injury_sequela
S72.109S,ICD10CM,injury_sequela
S52.022S,ICD10CM,injury_sequela
S24.149S,ICD10CM,injury_sequela
S00.421S,ICD10CM,injury_sequela
S32.463S,ICD10CM,injury_sequela
S39.83XS,ICD10CM,injury_sequela
S10.10XS,ICD10CM,injury_sequela
S62.154S,ICD10CM,injury_sequela
T26.72XS,ICD10CM,injury_sequela
S62.142S,ICD10CM,injury_sequela
S06.0X7S,ICD10CM,injury_sequela
S10.82XS,ICD10CM,injury_sequela
S96.901S,ICD10CM,injury_sequela
S62.309S,ICD10CM,injury_sequela
S21.059S,ICD10CM,injury_sequela
S70.271S,ICD10CM,injury_sequela
S60.349S,ICD10CM,injury_sequela
S63.146S,ICD10CM,injury_sequela
S23.171S,ICD10CM,injury_sequela
S26.020S,ICD10CM,injury_sequela
S97.101S,ICD10CM,injury_sequela
S56.109S,ICD10CM,injury_sequela
T21.13XS,ICD10CM,injury_sequela
S35.90XS,ICD10CM,injury_sequela
S11.034S,ICD10CM,injury_sequela
S04.9XXS,ICD10CM,injury_sequela
T25.422S,ICD10CM,injury_sequela
S95.209S,ICD10CM,injury_sequela
S25.322S,ICD10CM,injury_sequela
T25.739S,ICD10CM,injury_sequela
S62.611S,ICD10CM,injury_sequela
S73.013S,ICD10CM,injury_sequela
S93.136S,ICD10CM,injury_sequela
S22.072S,ICD10CM,injury_sequela
T21.73XS,ICD10CM,injury_sequela
S01.94XS,ICD10CM,injury_sequela
S30.872S,ICD10CM,injury_sequela
S32.19XS,ICD10CM,injury_sequela
S63.035S,ICD10CM,injury_sequela
S63.093S,ICD10CM,injury_sequela
S60.454S,ICD10CM,injury_sequela
S38.231S,ICD10CM,injury_sequela
T23.711S,ICD10CM,injury_sequela
S66.011S,ICD10CM,injury_sequela
S55.191S,ICD10CM,injury_sequela
S46.102S,ICD10CM,injury_sequela
S90.412S,ICD10CM,injury_sequela
S42.473S,ICD10CM,injury_sequela
S28.1XXS,ICD10CM,injury_sequela
T25.729S,ICD10CM,injury_sequela
S92.212S,ICD10CM,injury_sequela
S00.229S,ICD10CM,injury_sequela
T78.06XS,ICD10CM,injury_sequela
T18.100S,ICD10CM,injury_sequela
S86.999S,ICD10CM,injury_sequela
S27.319S,ICD10CM,injury_sequela
S52.261S,ICD10CM,injury_sequela
S53.006S,ICD10CM,injury_sequela
S54.01XS,ICD10CM,injury_sequela
T22.50XS,ICD10CM,injury_sequela
S40.852S,ICD10CM,injury_sequela
S20.151S,ICD10CM,injury_sequela
S35.349S,ICD10CM,injury_sequela
S36.039S,ICD10CM,injury_sequela
S52.242S,ICD10CM,injury_sequela
S65.912S,ICD10CM,injury_sequela
T24.799S,ICD10CM,injury_sequela
S32.421S,ICD10CM,injury_sequela
S43.102S,ICD10CM,injury_sequela
T24.332S,ICD10CM,injury_sequela
S63.321S,ICD10CM,injury_sequela
T24.291S,ICD10CM,injury_sequela
T22.159S,ICD10CM,injury_sequela
S50.341S,ICD10CM,injury_sequela
S53.115S,ICD10CM,injury_sequela
S74.91XS,ICD10CM,injury_sequela
S00.90XS,ICD10CM,injury_sequela
S61.232S,ICD10CM,injury_sequela
T22.439S,ICD10CM,injury_sequela
S34.115S,ICD10CM,injury_sequela
T26.60XS,ICD10CM,injury_sequela
S42.453S,ICD10CM,injury_sequela
S62.396S,ICD10CM,injury_sequela
S60.921S,ICD10CM,injury_sequela
S59.131S,ICD10CM,injury_sequela
S62.368S,ICD10CM,injury_sequela
S56.192S,ICD10CM,injury_sequela
S31.604S,ICD10CM,injury_sequela
S92.336S,ICD10CM,injury_sequela
S46.219S,ICD10CM,injury_sequela
S13.141S,ICD10CM,injury_sequela
S46.101S,ICD10CM,injury_sequela
S36.252S,ICD10CM,injury_sequela
S31.622S,ICD10CM,injury_sequela
T25.222S,ICD10CM,injury_sequela
S71.022S,ICD10CM,injury_sequela
S00.202S,ICD10CM,injury_sequela
S11.90XS,ICD10CM,injury_sequela
S01.349S,ICD10CM,injury_sequela
S80.271S,ICD10CM,injury_sequela
S52.245S,ICD10CM,injury_sequela
S60.474S,ICD10CM,injury_sequela
S76.302S,ICD10CM,injury_sequela
S70.259S,ICD10CM,injury_sequela
S90.441S,ICD10CM,injury_sequela
S65.112S,ICD10CM,injury_sequela
S49.92XS,ICD10CM,injury_sequela
T26.31XS,ICD10CM,injury_sequela
S06.384S,ICD10CM,injury_sequela
S42.326S,ICD10CM,injury_sequela
S91.135S,ICD10CM,injury_sequela
S66.202S,ICD10CM,injury_sequela
T20.711S,ICD10CM,injury_sequela
S90.32XS,ICD10CM,injury_sequela
S63.276S,ICD10CM,injury_sequela
S02.651S,ICD10CM,injury_sequela
S20.311S,ICD10CM,injury_sequela
S42.134S,ICD10CM,injury_sequela
S91.041S,ICD10CM,injury_sequela
S20.429S,ICD10CM,injury_sequela
S56.123S,ICD10CM,injury_sequela
T25.299S,ICD10CM,injury_sequela
S55.092S,ICD10CM,injury_sequela
S53.102S,ICD10CM,injury_sequela
S83.193S,ICD10CM,injury_sequela
S63.274S,ICD10CM,injury_sequela
S63.235S,ICD10CM,injury_sequela
S00.432S,ICD10CM,injury_sequela
S62.226S,ICD10CM,injury_sequela
S62.253S,ICD10CM,injury_sequela
S62.242S,ICD10CM,injury_sequela
S62.300S,ICD10CM,injury_sequela
S06.333S,ICD10CM,injury_sequela
S02.62XS,ICD10CM,injury_sequela
S24.142S,ICD10CM,injury_sequela
S00.552S,ICD10CM,injury_sequela
T21.77XS,ICD10CM,injury_sequela
S50.812S,ICD10CM,injury_sequela
T20.75XS,ICD10CM,injury_sequela
S91.211S,ICD10CM,injury_sequela
S85.509S,ICD10CM,injury_sequela
S27.412S,ICD10CM,injury_sequela
S92.145S,ICD10CM,injury_sequela
T23.272S,ICD10CM,injury_sequela
S94.90XS,ICD10CM,injury_sequela
T20.64XS,ICD10CM,injury_sequela
S22.029S,ICD10CM,injury_sequela
S25.29XS,ICD10CM,injury_sequela
S85.902S,ICD10CM,injury_sequela
S62.392S,ICD10CM,injury_sequela
S53.429S,ICD10CM,injury_sequela
S72.123S,ICD10CM,injury_sequela
S62.512S,ICD10CM,injury_sequela
S62.341S,ICD10CM,injury_sequela
S20.224S,ICD10CM,injury_sequela
S04.21XS,ICD10CM,injury_sequela
S62.636S,ICD10CM,injury_sequela
S65.899S,ICD10CM,injury_sequela
S42.035S,ICD10CM,injury_sequela
S36.249S,ICD10CM,injury_sequela
S14.146S,ICD10CM,injury_sequela
T23.239S,ICD10CM,injury_sequela
S31.149S,ICD10CM,injury_sequela
S24.132S,ICD10CM,injury_sequela
S95.299S,ICD10CM,injury_sequela
S30.201S,ICD10CM,injury_sequela
S01.501S,ICD10CM,injury_sequela
T21.49XS,ICD10CM,injury_sequela
S03.43XS,ICD10CM,injury_sequela
S43.101S,ICD10CM,injury_sequela
S40.269S,ICD10CM,injury_sequela
S37.32XS,ICD10CM,injury_sequela
S00.05XS,ICD10CM,injury_sequela
S46.329S,ICD10CM,injury_sequela
S15.202S,ICD10CM,injury_sequela
S60.919S,ICD10CM,injury_sequela
T22.799S,ICD10CM,injury_sequela
S14.116S,ICD10CM,injury_sequela
S91.129S,ICD10CM,injury_sequela
S34.111S,ICD10CM,injury_sequela
S32.474S,ICD10CM,injury_sequela
S31.151S,ICD10CM,injury_sequela
S13.4XXS,ICD10CM,injury_sequela
S72.91XS,ICD10CM,injury_sequela
S20.349S,ICD10CM,injury_sequela
T23.231S,ICD10CM,injury_sequela
S62.352S,ICD10CM,injury_sequela
S57.81XS,ICD10CM,injury_sequela
S41.112S,ICD10CM,injury_sequela
S42.414S,ICD10CM,injury_sequela
S00.551S,ICD10CM,injury_sequela
S92.216S,ICD10CM,injury_sequela
S62.649S,ICD10CM,injury_sequela
S32.401S,ICD10CM,injury_sequela
T23.541S,ICD10CM,injury_sequela
S02.5XXS,ICD10CM,injury_sequela
S61.355S,ICD10CM,injury_sequela
S63.331S,ICD10CM,injury_sequela
S65.092S,ICD10CM,injury_sequela
T24.191S,ICD10CM,injury_sequela
S63.288S,ICD10CM,injury_sequela
S15.219S,ICD10CM,injury_sequela
S15.309S,ICD10CM,injury_sequela
S76.211S,ICD10CM,injury_sequela
S66.393S,ICD10CM,injury_sequela
S52.101S,ICD10CM,injury_sequela
S57.02XS,ICD10CM,injury_sequela
S82.013S,ICD10CM,injury_sequela
S06.352S,ICD10CM,injury_sequela
S20.372S,ICD10CM,injury_sequela
S37.501S,ICD10CM,injury_sequela
S61.357S,ICD10CM,injury_sequela
S00.422S,ICD10CM,injury_sequela
S93.143S,ICD10CM,injury_sequela
S82.446S,ICD10CM,injury_sequela
S52.126S,ICD10CM,injury_sequela
S92.355S,ICD10CM,injury_sequela
S31.112S,ICD10CM,injury_sequela
S06.4X5S,ICD10CM,injury_sequela
S85.491S,ICD10CM,injury_sequela
S06.371S,ICD10CM,injury_sequela
S10.84XS,ICD10CM,injury_sequela
S23.153S,ICD10CM,injury_sequela
T23.311S,ICD10CM,injury_sequela
S66.319S,ICD10CM,injury_sequela
S40.929S,ICD10CM,injury_sequela
S63.634S,ICD10CM,injury_sequela
S42.013S,ICD10CM,injury_sequela
T23.459S,ICD10CM,injury_sequela
S61.236S,ICD10CM,injury_sequela
S94.30XS,ICD10CM,injury_sequela
S01.441S,ICD10CM,injury_sequela
S84.92XS,ICD10CM,injury_sequela
S93.402S,ICD10CM,injury_sequela
S83.31XS,ICD10CM,injury_sequela
S61.223S,ICD10CM,injury_sequela
S62.663S,ICD10CM,injury_sequela
S85.131S,ICD10CM,injury_sequela
S62.315S,ICD10CM,injury_sequela
S90.551S,ICD10CM,injury_sequela
S00.522S,ICD10CM,injury_sequela
S76.901S,ICD10CM,injury_sequela
S35.221S,ICD10CM,injury_sequela
S81.811S,ICD10CM,injury_sequela
T22.252S,ICD10CM,injury_sequela
S01.401S,ICD10CM,injury_sequela
S82.045S,ICD10CM,injury_sequela
S49.012S,ICD10CM,injury_sequela
S01.84XS,ICD10CM,injury_sequela
S23.9XXS,ICD10CM,injury_sequela
S72.331S,ICD10CM,injury_sequela
S60.511S,ICD10CM,injury_sequela
S92.511S,ICD10CM,injury_sequela
S61.204S,ICD10CM,injury_sequela
T17.820S,ICD10CM,injury_sequela
T23.631S,ICD10CM,injury_sequela
T24.519S,ICD10CM,injury_sequela
S06.9X8S,ICD10CM,injury_sequela
S45.919S,ICD10CM,injury_sequela
S59.801S,ICD10CM,injury_sequela
S21.129S,ICD10CM,injury_sequela
S97.109S,ICD10CM,injury_sequela
S01.25XS,ICD10CM,injury_sequela
S63.519S,ICD10CM,injury_sequela
S06.375S,ICD10CM,injury_sequela
S00.511S,ICD10CM,injury_sequela
S67.22XS,ICD10CM,injury_sequela
S82.425S,ICD10CM,injury_sequela
S52.092S,ICD10CM,injury_sequela
T26.51XS,ICD10CM,injury_sequela
S62.013S,ICD10CM,injury_sequela
S56.501S,ICD10CM,injury_sequela
S90.422S,ICD10CM,injury_sequela
T22.152S,ICD10CM,injury_sequela
S31.605S,ICD10CM,injury_sequela
S85.109S,ICD10CM,injury_sequela
S21.311S,ICD10CM,injury_sequela
S61.502S,ICD10CM,injury_sequela
S31.32XS,ICD10CM,injury_sequela
S98.222S,ICD10CM,injury_sequela
S32.2XXS,ICD10CM,injury_sequela
S62.630S,ICD10CM,injury_sequela
S05.70XS,ICD10CM,injury_sequela
S76.821S,ICD10CM,injury_sequela
S62.526S,ICD10CM,injury_sequela
S49.131S,ICD10CM,injury_sequela
S60.812S,ICD10CM,injury_sequela
S20.459S,ICD10CM,injury_sequela
S61.316S,ICD10CM,injury_sequela
S93.06XS,ICD10CM,injury_sequela
S83.281S,ICD10CM,injury_sequela
T23.159S,ICD10CM,injury_sequela
S66.509S,ICD10CM,injury_sequela
S79.142S,ICD10CM,injury_sequela
S93.492S,ICD10CM,injury_sequela
T24.692S,ICD10CM,injury_sequela
S32.443S,ICD10CM,injury_sequela
S66.902S,ICD10CM,injury_sequela
S31.150S,ICD10CM,injury_sequela
S60.341S,ICD10CM,injury_sequela
S40.012S,ICD10CM,injury_sequela
S52.026S,ICD10CM,injury_sequela
S98.141S,ICD10CM,injury_sequela
S61.210S,ICD10CM,injury_sequela
T23.662S,ICD10CM,injury_sequela
S62.356S,ICD10CM,injury_sequela
T25.292S,ICD10CM,injury_sequela
S66.306S,ICD10CM,injury_sequela
S31.802S,ICD10CM,injury_sequela
S82.125S,ICD10CM,injury_sequela
S65.309S,ICD10CM,injury_sequela
S75.801S,ICD10CM,injury_sequela
S66.513S,ICD10CM,injury_sequela
S33.0XXS,ICD10CM,injury_sequela
T22.052S,ICD10CM,injury_sequela
S11.83XS,ICD10CM,injury_sequela
T23.432S,ICD10CM,injury_sequela
S71.011S,ICD10CM,injury_sequela
T22.432S,ICD10CM,injury_sequela
S43.021S,ICD10CM,injury_sequela
T24.791S,ICD10CM,injury_sequela
T24.792S,ICD10CM,injury_sequela
T18.4XXS,ICD10CM,injury_sequela
S76.899S,ICD10CM,injury_sequela
S65.492S,ICD10CM,injury_sequela
S31.602S,ICD10CM,injury_sequela
S62.255S,ICD10CM,injury_sequela
S15.221S,ICD10CM,injury_sequela
T20.05XS,ICD10CM,injury_sequela
S55.991S,ICD10CM,injury_sequela
S21.91XS,ICD10CM,injury_sequela
T20.12XS,ICD10CM,injury_sequela
S22.082S,ICD10CM,injury_sequela
S70.352S,ICD10CM,injury_sequela
S89.109S,ICD10CM,injury_sequela
S91.231S,ICD10CM,injury_sequela
S54.90XS,ICD10CM,injury_sequela
S42.363S,ICD10CM,injury_sequela
S62.225S,ICD10CM,injury_sequela
S67.190S,ICD10CM,injury_sequela
S40.242S,ICD10CM,injury_sequela
S81.029S,ICD10CM,injury_sequela
T23.012S,ICD10CM,injury_sequela
S01.322S,ICD10CM,injury_sequela
S47.1XXS,ICD10CM,injury_sequela
S82.151S,ICD10CM,injury_sequela
S42.446S,ICD10CM,injury_sequela
T23.319S,ICD10CM,injury_sequela
S63.207S,ICD10CM,injury_sequela
S83.272S,ICD10CM,injury_sequela
S89.202S,ICD10CM,injury_sequela
S63.203S,ICD10CM,injury_sequela
S31.109S,ICD10CM,injury_sequela
S90.569S,ICD10CM,injury_sequela
S60.019S,ICD10CM,injury_sequela
T20.17XS,ICD10CM,injury_sequela
S91.232S,ICD10CM,injury_sequela
S42.91XS,ICD10CM,injury_sequela
S63.200S,ICD10CM,injury_sequela
S50.849S,ICD10CM,injury_sequela
S56.301S,ICD10CM,injury_sequela
S81.841S,ICD10CM,injury_sequela
S61.059S,ICD10CM,injury_sequela
S23.428S,ICD10CM,injury_sequela
S82.56XS,ICD10CM,injury_sequela
S95.012S,ICD10CM,injury_sequela
S14.133S,ICD10CM,injury_sequela
S61.129S,ICD10CM,injury_sequela
S70.02XS,ICD10CM,injury_sequela
S61.328S,ICD10CM,injury_sequela
S33.130S,ICD10CM,injury_sequela
S62.652S,ICD10CM,injury_sequela
S60.371S,ICD10CM,injury_sequela
T17.520S,ICD10CM,injury_sequela
S91.222S,ICD10CM,injury_sequela
S92.521S,ICD10CM,injury_sequela
S35.415S,ICD10CM,injury_sequela
S31.659S,ICD10CM,injury_sequela
S66.809S,ICD10CM,injury_sequela
T20.69XS,ICD10CM,injury_sequela
S91.019S,ICD10CM,injury_sequela
S82.92XS,ICD10CM,injury_sequela
S48.012S,ICD10CM,injury_sequela
S41.002S,ICD10CM,injury_sequela
S20.219S,ICD10CM,injury_sequela
S66.491S,ICD10CM,injury_sequela
S66.021S,ICD10CM,injury_sequela
S01.03XS,ICD10CM,injury_sequela
S06.355S,ICD10CM,injury_sequela
S66.012S,ICD10CM,injury_sequela
S32.009S,ICD10CM,injury_sequela
M97.8XXS,ICD10CM,injury_sequela
S27.2XXS,ICD10CM,injury_sequela
S60.841S,ICD10CM,injury_sequela
S82.169S,ICD10CM,injury_sequela
S31.030S,ICD10CM,injury_sequela
S66.598S,ICD10CM,injury_sequela
S52.109S,ICD10CM,injury_sequela
S25.119S,ICD10CM,injury_sequela
S70.361S,ICD10CM,injury_sequela
T25.732S,ICD10CM,injury_sequela
S53.114S,ICD10CM,injury_sequela
T24.709S,ICD10CM,injury_sequela
S62.364S,ICD10CM,injury_sequela
S36.260S,ICD10CM,injury_sequela
S63.391S,ICD10CM,injury_sequela
T23.041S,ICD10CM,injury_sequela
S21.122S,ICD10CM,injury_sequela
S61.234S,ICD10CM,injury_sequela
T25.719S,ICD10CM,injury_sequela
S42.272S,ICD10CM,injury_sequela
S26.90XS,ICD10CM,injury_sequela
S20.172S,ICD10CM,injury_sequela
S21.321S,ICD10CM,injury_sequela
S55.009S,ICD10CM,injury_sequela
S69.90XS,ICD10CM,injury_sequela
S36.242S,ICD10CM,injury_sequela
S68.124S,ICD10CM,injury_sequela
S01.02XS,ICD10CM,injury_sequela
S04.812S,ICD10CM,injury_sequela
S02.119S,ICD10CM,injury_sequela
S25.122S,ICD10CM,injury_sequela
S62.92XS,ICD10CM,injury_sequela
S72.342S,ICD10CM,injury_sequela
S47.9XXS,ICD10CM,injury_sequela
S74.8X2S,ICD10CM,injury_sequela
S36.030S,ICD10CM,injury_sequela
S72.24XS,ICD10CM,injury_sequela
S31.813S,ICD10CM,injury_sequela
S13.140S,ICD10CM,injury_sequela
S12.02XS,ICD10CM,injury_sequela
S63.631S,ICD10CM,injury_sequela
S83.521S,ICD10CM,injury_sequela
S90.829S,ICD10CM,injury_sequela
S40.272S,ICD10CM,injury_sequela
S44.21XS,ICD10CM,injury_sequela
S85.802S,ICD10CM,injury_sequela
M97.11XS,ICD10CM,injury_sequela
S43.015S,ICD10CM,injury_sequela
S72.445S,ICD10CM,injury_sequela
T22.232S,ICD10CM,injury_sequela
S40.872S,ICD10CM,injury_sequela
S41.021S,ICD10CM,injury_sequela
S01.142S,ICD10CM,injury_sequela
T21.15XS,ICD10CM,injury_sequela
S37.823S,ICD10CM,injury_sequela
S82.301S,ICD10CM,injury_sequela
T25.322S,ICD10CM,injury_sequela
S73.045S,ICD10CM,injury_sequela
S31.23XS,ICD10CM,injury_sequela
S92.909S,ICD10CM,injury_sequela
T20.03XS,ICD10CM,injury_sequela
S27.399S,ICD10CM,injury_sequela
S93.419S,ICD10CM,injury_sequela
S22.079S,ICD10CM,injury_sequela
S50.879S,ICD10CM,injury_sequela
S63.064S,ICD10CM,injury_sequela
S52.521S,ICD10CM,injury_sequela
S62.641S,ICD10CM,injury_sequela
S36.530S,ICD10CM,injury_sequela
S63.659S,ICD10CM,injury_sequela
S95.812S,ICD10CM,injury_sequela
S82.55XS,ICD10CM,injury_sequela
T24.619S,ICD10CM,injury_sequela
S82.391S,ICD10CM,injury_sequela
T78.09XS,ICD10CM,injury_sequela
S27.422S,ICD10CM,injury_sequela
S91.143S,ICD10CM,injury_sequela
S36.250S,ICD10CM,injury_sequela
S04.12XS,ICD10CM,injury_sequela
S06.2X1S,ICD10CM,injury_sequela
S89.021S,ICD10CM,injury_sequela
S92.512S,ICD10CM,injury_sequela
S37.812S,ICD10CM,injury_sequela
S21.422S,ICD10CM,injury_sequela
S42.109S,ICD10CM,injury_sequela
S37.039S,ICD10CM,injury_sequela
S60.414S,ICD10CM,injury_sequela
S15.012S,ICD10CM,injury_sequela
S96.099S,ICD10CM,injury_sequela
S99.139S,ICD10CM,injury_sequela
T28.49XS,ICD10CM,injury_sequela
S50.901S,ICD10CM,injury_sequela
S63.419S,ICD10CM,injury_sequela
S86.122S,ICD10CM,injury_sequela
S25.319S,ICD10CM,injury_sequela
S06.5X2S,ICD10CM,injury_sequela
T21.14XS,ICD10CM,injury_sequela
S99.829S,ICD10CM,injury_sequela
S75.002S,ICD10CM,injury_sequela
S42.001S,ICD10CM,injury_sequela
S92.015S,ICD10CM,injury_sequela
S32.040S,ICD10CM,injury_sequela
S89.191S,ICD10CM,injury_sequela
S66.291S,ICD10CM,injury_sequela
S62.501S,ICD10CM,injury_sequela
S06.4X4S,ICD10CM,injury_sequela
