concept_code,vocabulary_id,cluster
F31.32,ICD10CM,bipolar_disorder
F31.4,ICD10CM,bipolar_disorder
F31.60,ICD10CM,bipolar_disorder
F31.61,ICD10CM,bipolar_disorder
F31.62,ICD10CM,bipolar_disorder
F31.63,ICD10CM,bipolar_disorder
F31.64,ICD10CM,bipolar_disorder
F31.71,ICD10CM,bipolar_disorder
F31.73,ICD10CM,bipolar_disorder
F31.75,ICD10CM,bipolar_disorder
F31.77,ICD10CM,bipolar_disorder
F31.81,ICD10CM,bipolar_disorder
F31.89,ICD10CM,bipolar_disorder
F31.9,ICD10CM,bipolar_disorder
F34.0,ICD10CM,bipolar_disorder
F30,ICD10CM,bipolar_disorder
F30.1,ICD10CM,bipolar_disorder
F30.2,ICD10CM,bipolar_disorder
F30.8,ICD10CM,bipolar_disorder
F30.9,ICD10CM,bipolar_disorder
F31.5,ICD10CM,bipolar_disorder
P10.4,ICD10CM,birth_trauma
P11.1,ICD10CM,birth_trauma
P15.6,ICD10CM,birth_trauma
P15.3,ICD10CM,birth_trauma
P13.2,ICD10CM,birth_trauma
P12.1,ICD10CM,birth_trauma
P11.5,ICD10CM,birth_trauma
P12.3,ICD10CM,birth_trauma
P11.9,ICD10CM,birth_trauma
P12.4,ICD10CM,birth_trauma
P15.0,ICD10CM,birth_trauma
P10.2,ICD10CM,birth_trauma
P13.0,ICD10CM,birth_trauma
P14.1,ICD10CM,birth_trauma
P13.3,ICD10CM,birth_trauma
P15.1,ICD10CM,birth_trauma
P11.2,ICD10CM,birth_trauma
P13.1,ICD10CM,birth_trauma
P11.3,ICD10CM,birth_trauma
P11.0,ICD10CM,birth_trauma
P12.9,ICD10CM,birth_trauma
P13.4,ICD10CM,birth_trauma
P12.81,ICD10CM,birth_trauma
P10.8,ICD10CM,birth_trauma
P12.2,ICD10CM,birth_trauma
P14.8,ICD10CM,birth_trauma
P13.9,ICD10CM,birth_trauma
P15.5,ICD10CM,birth_trauma
P13.8,ICD10CM,birth_trauma
P10.3,ICD10CM,birth_trauma
P15.4,ICD10CM,birth_trauma
P14.2,ICD10CM,birth_trauma
P12.0,ICD10CM,birth_trauma
P11.4,ICD10CM,birth_trauma
P14.3,ICD10CM,birth_trauma
P12.89,ICD10CM,birth_trauma
P15.9,ICD10CM,birth_trauma
P15.2,ICD10CM,birth_trauma
P15.8,ICD10CM,birth_trauma
P14.0,ICD10CM,birth_trauma
P10.0,ICD10CM,birth_trauma
P10.9,ICD10CM,birth_trauma
P14.9,ICD10CM,birth_trauma
P10.1,ICD10CM,birth_trauma
H53.419,ICD10CM,blindness_and_vision_defects
H53.53,ICD10CM,blindness_and_vision_defects
H54.0X33,ICD10CM,blindness_and_vision_defects
H53.002,ICD10CM,blindness_and_vision_defects
H53.2,ICD10CM,blindness_and_vision_defects
H53.412,ICD10CM,blindness_and_vision_defects
H53.039,ICD10CM,blindness_and_vision_defects
H53.61,ICD10CM,blindness_and_vision_defects
H54.42A5,ICD10CM,blindness_and_vision_defects
H53.34,ICD10CM,blindness_and_vision_defects
H54.0X55,ICD10CM,blindness_and_vision_defects
H54.42A3,ICD10CM,blindness_and_vision_defects
H53.9,ICD10CM,blindness_and_vision_defects
H53.013,ICD10CM,blindness_and_vision_defects
H53.69,ICD10CM,blindness_and_vision_defects
H54.7,ICD10CM,blindness_and_vision_defects
H54.61,ICD10CM,blindness_and_vision_defects
H53.469,ICD10CM,blindness_and_vision_defects
H53.019,ICD10CM,blindness_and_vision_defects
H54.1213,ICD10CM,blindness_and_vision_defects
H53.001,ICD10CM,blindness_and_vision_defects
H53.431,ICD10CM,blindness_and_vision_defects
H53.021,ICD10CM,blindness_and_vision_defects
H54.1141,ICD10CM,blindness_and_vision_defects
H54.52,ICD10CM,blindness_and_vision_defects
H54.2X12,ICD10CM,blindness_and_vision_defects
H53.453,ICD10CM,blindness_and_vision_defects
H54.1224,ICD10CM,blindness_and_vision_defects
H53.009,ICD10CM,blindness_and_vision_defects
H54.10,ICD10CM,blindness_and_vision_defects
H53.452,ICD10CM,blindness_and_vision_defects
H54.414A,ICD10CM,blindness_and_vision_defects
H54.50,ICD10CM,blindness_and_vision_defects
H54.1223,ICD10CM,blindness_and_vision_defects
H53.049,ICD10CM,blindness_and_vision_defects
H54.51,ICD10CM,blindness_and_vision_defects
H54.0X35,ICD10CM,blindness_and_vision_defects
H54.11,ICD10CM,blindness_and_vision_defects
H53.54,ICD10CM,blindness_and_vision_defects
H54.413A,ICD10CM,blindness_and_vision_defects
H53.433,ICD10CM,blindness_and_vision_defects
H54.0X34,ICD10CM,blindness_and_vision_defects
Z45.31,ICD10CM,blindness_and_vision_defects
H53.429,ICD10CM,blindness_and_vision_defects
H53.32,ICD10CM,blindness_and_vision_defects
H54.60,ICD10CM,blindness_and_vision_defects
H53.032,ICD10CM,blindness_and_vision_defects
H53.003,ICD10CM,blindness_and_vision_defects
H53.461,ICD10CM,blindness_and_vision_defects
H53.489,ICD10CM,blindness_and_vision_defects
H53.71,ICD10CM,blindness_and_vision_defects
H53.439,ICD10CM,blindness_and_vision_defects
H53.029,ICD10CM,blindness_and_vision_defects
H54.511A,ICD10CM,blindness_and_vision_defects
H54.2X11,ICD10CM,blindness_and_vision_defects
H53.011,ICD10CM,blindness_and_vision_defects
H54.52A1,ICD10CM,blindness_and_vision_defects
H54.8,ICD10CM,blindness_and_vision_defects
H53.483,ICD10CM,blindness_and_vision_defects
H53.012,ICD10CM,blindness_and_vision_defects
H54.512A,ICD10CM,blindness_and_vision_defects
H53.62,ICD10CM,blindness_and_vision_defects
H53.59,ICD10CM,blindness_and_vision_defects
H54.2X22,ICD10CM,blindness_and_vision_defects
H53.421,ICD10CM,blindness_and_vision_defects
H54.1152,ICD10CM,blindness_and_vision_defects
H53.33,ICD10CM,blindness_and_vision_defects
H54.0X54,ICD10CM,blindness_and_vision_defects
H53.72,ICD10CM,blindness_and_vision_defects
H54.0X53,ICD10CM,blindness_and_vision_defects
H53.041,ICD10CM,blindness_and_vision_defects
H53.023,ICD10CM,blindness_and_vision_defects
H53.60,ICD10CM,blindness_and_vision_defects
H53.459,ICD10CM,blindness_and_vision_defects
H53.63,ICD10CM,blindness_and_vision_defects
H53.422,ICD10CM,blindness_and_vision_defects
H54.42A4,ICD10CM,blindness_and_vision_defects
H53.033,ICD10CM,blindness_and_vision_defects
H53.481,ICD10CM,blindness_and_vision_defects
H53.043,ICD10CM,blindness_and_vision_defects
H54.52A2,ICD10CM,blindness_and_vision_defects
H54.40,ICD10CM,blindness_and_vision_defects
H54.42,ICD10CM,blindness_and_vision_defects
H54.0X45,ICD10CM,blindness_and_vision_defects
H53.40,ICD10CM,blindness_and_vision_defects
H54.1142,ICD10CM,blindness_and_vision_defects
H53.52,ICD10CM,blindness_and_vision_defects
H54.415A,ICD10CM,blindness_and_vision_defects
H54.41,ICD10CM,blindness_and_vision_defects
H53.022,ICD10CM,blindness_and_vision_defects
H54.1215,ICD10CM,blindness_and_vision_defects
H54.2X21,ICD10CM,blindness_and_vision_defects
H53.482,ICD10CM,blindness_and_vision_defects
H53.413,ICD10CM,blindness_and_vision_defects
H53.423,ICD10CM,blindness_and_vision_defects
H53.451,ICD10CM,blindness_and_vision_defects
H54.3,ICD10CM,blindness_and_vision_defects
H54.1225,ICD10CM,blindness_and_vision_defects
H54.0,ICD10CM,blindness_and_vision_defects
H53.55,ICD10CM,blindness_and_vision_defects
H53.31,ICD10CM,blindness_and_vision_defects
H54.62,ICD10CM,blindness_and_vision_defects
H53.462,ICD10CM,blindness_and_vision_defects
H54.1151,ICD10CM,blindness_and_vision_defects
H53.031,ICD10CM,blindness_and_vision_defects
H54.1131,ICD10CM,blindness_and_vision_defects
H53.51,ICD10CM,blindness_and_vision_defects
H53.042,ICD10CM,blindness_and_vision_defects
H53.47,ICD10CM,blindness_and_vision_defects
H54.0X43,ICD10CM,blindness_and_vision_defects
H54.0X44,ICD10CM,blindness_and_vision_defects
H54.2,ICD10CM,blindness_and_vision_defects
H53.50,ICD10CM,blindness_and_vision_defects
H53.30,ICD10CM,blindness_and_vision_defects
H53.8,ICD10CM,blindness_and_vision_defects
H54.12,ICD10CM,blindness_and_vision_defects
H54.1132,ICD10CM,blindness_and_vision_defects
H53.432,ICD10CM,blindness_and_vision_defects
H54.1214,ICD10CM,blindness_and_vision_defects
H53.411,ICD10CM,blindness_and_vision_defects
C41.3,ICD10CM,bone_cancer
C40.90,ICD10CM,bone_cancer
C40.02,ICD10CM,bone_cancer
C40.80,ICD10CM,bone_cancer
C40.31,ICD10CM,bone_cancer
C40.32,ICD10CM,bone_cancer
C41.1,ICD10CM,bone_cancer
C40.20,ICD10CM,bone_cancer
C40.92,ICD10CM,bone_cancer
C40.00,ICD10CM,bone_cancer
C40.91,ICD10CM,bone_cancer
C40.82,ICD10CM,bone_cancer
C41.2,ICD10CM,bone_cancer
C40.21,ICD10CM,bone_cancer
C40.22,ICD10CM,bone_cancer
C41.9,ICD10CM,bone_cancer
C41.4,ICD10CM,bone_cancer
C40.30,ICD10CM,bone_cancer
C40.12,ICD10CM,bone_cancer
C40.81,ICD10CM,bone_cancer
C40.11,ICD10CM,bone_cancer
C40.01,ICD10CM,bone_cancer
C40.10,ICD10CM,bone_cancer
C41.0,ICD10CM,bone_cancer
D05.11,ICD10CM,breast_cancer
D05.90,ICD10CM,breast_cancer
C50.022,ICD10CM,breast_cancer
D05.82,ICD10CM,breast_cancer
D05.81,ICD10CM,breast_cancer
D05.80,ICD10CM,breast_cancer
C50.819,ICD10CM,breast_cancer
C50.912,ICD10CM,breast_cancer
C50.012,ICD10CM,breast_cancer
D05.10,ICD10CM,breast_cancer
C50.229,ICD10CM,breast_cancer
D05.02,ICD10CM,breast_cancer
C50.321,ICD10CM,breast_cancer
D05.92,ICD10CM,breast_cancer
C50.829,ICD10CM,breast_cancer
C50.929,ICD10CM,breast_cancer
C50.221,ICD10CM,breast_cancer
C50.121,ICD10CM,breast_cancer
C50.911,ICD10CM,breast_cancer
C50.821,ICD10CM,breast_cancer
C50.612,ICD10CM,breast_cancer
C50.129,ICD10CM,breast_cancer
D05.00,ICD10CM,breast_cancer
C50.619,ICD10CM,breast_cancer
D05.12,ICD10CM,breast_cancer
C50.622,ICD10CM,breast_cancer
D05.01,ICD10CM,breast_cancer
C50.921,ICD10CM,breast_cancer
C50.519,ICD10CM,breast_cancer
C50.822,ICD10CM,breast_cancer
C50.512,ICD10CM,breast_cancer
C50.919,ICD10CM,breast_cancer
C50.112,ICD10CM,breast_cancer
C50.122,ICD10CM,breast_cancer
C50.522,ICD10CM,breast_cancer
C50.322,ICD10CM,breast_cancer
C50.412,ICD10CM,breast_cancer
C50.421,ICD10CM,breast_cancer
C50.119,ICD10CM,breast_cancer
C50.111,ICD10CM,breast_cancer
C50.922,ICD10CM,breast_cancer
C50.811,ICD10CM,breast_cancer
C50.511,ICD10CM,breast_cancer
C50.812,ICD10CM,breast_cancer
C50.312,ICD10CM,breast_cancer
D05.91,ICD10CM,breast_cancer
C50.611,ICD10CM,breast_cancer
C50.529,ICD10CM,breast_cancer
C50.629,ICD10CM,breast_cancer
C50.422,ICD10CM,breast_cancer
C50.521,ICD10CM,breast_cancer
C50.429,ICD10CM,breast_cancer
C50.311,ICD10CM,breast_cancer
C50.419,ICD10CM,breast_cancer
C50.019,ICD10CM,breast_cancer
C50.222,ICD10CM,breast_cancer
C50.319,ICD10CM,breast_cancer
C50.021,ICD10CM,breast_cancer
C50.219,ICD10CM,breast_cancer
C50.011,ICD10CM,breast_cancer
C50.411,ICD10CM,breast_cancer
C50.212,ICD10CM,breast_cancer
C50.211,ICD10CM,breast_cancer
C50.329,ICD10CM,breast_cancer
C50.621,ICD10CM,breast_cancer
C50.029,ICD10CM,breast_cancer
J21,ICD10CM,bronchiolitis
J21.1,ICD10CM,bronchiolitis
J21.0,ICD10CM,bronchiolitis
J21.8,ICD10CM,bronchiolitis
J21.9,ICD10CM,bronchiolitis
J84.115,ICD10CM,bronchiolitis
J20.0,ICD10CM,bronchitis
J20.8,ICD10CM,bronchitis
J20.1,ICD10CM,bronchitis
J20.6,ICD10CM,bronchitis
J20,ICD10CM,bronchitis
J20.5,ICD10CM,bronchitis
J20.9,ICD10CM,bronchitis
J20.7,ICD10CM,bronchitis
J20.4,ICD10CM,bronchitis
J20.3,ICD10CM,bronchitis
J40,ICD10CM,bronchitis
J20.2,ICD10CM,bronchitis
R58,ICD10CM,bruising_and_bleeding_disorders
T20.42XA,ICD10CM,burns
T25.431D,ICD10CM,burns
T22.212D,ICD10CM,burns
T26.20XA,ICD10CM,burns
T24.691D,ICD10CM,burns
T24.719D,ICD10CM,burns
T24.212A,ICD10CM,burns
T31.60,ICD10CM,burns
T24.219D,ICD10CM,burns
T24.191D,ICD10CM,burns
T21.43XA,ICD10CM,burns
T23.191D,ICD10CM,burns
T22.662D,ICD10CM,burns
T22.629A,ICD10CM,burns
T24.121A,ICD10CM,burns
T22.762A,ICD10CM,burns
T20.711D,ICD10CM,burns
T23.142D,ICD10CM,burns
T25.629A,ICD10CM,burns
T24.501A,ICD10CM,burns
T21.13XD,ICD10CM,burns
T25.612D,ICD10CM,burns
T25.299A,ICD10CM,burns
T32.53,ICD10CM,burns
T23.242A,ICD10CM,burns
T25.011A,ICD10CM,burns
T25.222A,ICD10CM,burns
T32.87,ICD10CM,burns
T25.729A,ICD10CM,burns
T22.541A,ICD10CM,burns
T23.352D,ICD10CM,burns
T23.269D,ICD10CM,burns
T23.271D,ICD10CM,burns
T26.82XD,ICD10CM,burns
T22.352D,ICD10CM,burns
T23.112D,ICD10CM,burns
T22.111A,ICD10CM,burns
T20.15XA,ICD10CM,burns
T32.84,ICD10CM,burns
T24.119D,ICD10CM,burns
T24.102D,ICD10CM,burns
T32.73,ICD10CM,burns
T23.239A,ICD10CM,burns
T22.499A,ICD10CM,burns
T23.252A,ICD10CM,burns
T30.4,ICD10CM,burns
T25.792A,ICD10CM,burns
T24.709A,ICD10CM,burns
T24.231D,ICD10CM,burns
T23.051D,ICD10CM,burns
T22.031D,ICD10CM,burns
T27.3XXD,ICD10CM,burns
T27.6XXD,ICD10CM,burns
T23.109D,ICD10CM,burns
T20.312A,ICD10CM,burns
T20.43XD,ICD10CM,burns
T24.322A,ICD10CM,burns
T22.00XD,ICD10CM,burns
T22.332D,ICD10CM,burns
T28.411D,ICD10CM,burns
T31.85,ICD10CM,burns
T23.021A,ICD10CM,burns
T24.392A,ICD10CM,burns
T21.15XD,ICD10CM,burns
T22.249D,ICD10CM,burns
T20.05XA,ICD10CM,burns
T25.431A,ICD10CM,burns
T23.741A,ICD10CM,burns
T23.371A,ICD10CM,burns
T24.222A,ICD10CM,burns
T20.35XD,ICD10CM,burns
T20.57XA,ICD10CM,burns
T25.522D,ICD10CM,burns
T26.61XD,ICD10CM,burns
T23.542D,ICD10CM,burns
T23.292A,ICD10CM,burns
T21.51XD,ICD10CM,burns
T22.792D,ICD10CM,burns
T23.741D,ICD10CM,burns
T24.311A,ICD10CM,burns
T23.412A,ICD10CM,burns
T24.301A,ICD10CM,burns
T23.312A,ICD10CM,burns
T23.761D,ICD10CM,burns
T22.091D,ICD10CM,burns
T25.311D,ICD10CM,burns
T20.69XA,ICD10CM,burns
T22.642A,ICD10CM,burns
T23.202A,ICD10CM,burns
T32.98,ICD10CM,burns
T25.499D,ICD10CM,burns
T24.312A,ICD10CM,burns
T23.212D,ICD10CM,burns
T22.40XA,ICD10CM,burns
T23.419A,ICD10CM,burns
T25.539D,ICD10CM,burns
T22.451A,ICD10CM,burns
T28.912D,ICD10CM,burns
T20.04XD,ICD10CM,burns
T23.761A,ICD10CM,burns
T23.441D,ICD10CM,burns
T23.792A,ICD10CM,burns
T22.122D,ICD10CM,burns
T20.37XD,ICD10CM,burns
T23.351A,ICD10CM,burns
T22.119A,ICD10CM,burns
T23.632D,ICD10CM,burns
T23.531A,ICD10CM,burns
T22.231D,ICD10CM,burns
T22.652D,ICD10CM,burns
T25.591A,ICD10CM,burns
T24.191A,ICD10CM,burns
T31.55,ICD10CM,burns
T23.209A,ICD10CM,burns
T23.501D,ICD10CM,burns
T31.93,ICD10CM,burns
T25.411A,ICD10CM,burns
T26.12XA,ICD10CM,burns
T23.621D,ICD10CM,burns
T23.649D,ICD10CM,burns
T21.72XA,ICD10CM,burns
T22.012A,ICD10CM,burns
T24.732A,ICD10CM,burns
T24.799A,ICD10CM,burns
T22.061A,ICD10CM,burns
T22.292A,ICD10CM,burns
T21.73XD,ICD10CM,burns
T20.23XD,ICD10CM,burns
T23.251D,ICD10CM,burns
T28.49XA,ICD10CM,burns
T24.699A,ICD10CM,burns
T26.80XD,ICD10CM,burns
T32.40,ICD10CM,burns
T20.66XA,ICD10CM,burns
T23.091D,ICD10CM,burns
T23.599D,ICD10CM,burns
T22.529D,ICD10CM,burns
T23.302A,ICD10CM,burns
T23.152A,ICD10CM,burns
T25.332A,ICD10CM,burns
T20.12XA,ICD10CM,burns
T25.299D,ICD10CM,burns
T24.001D,ICD10CM,burns
T25.029A,ICD10CM,burns
T24.692D,ICD10CM,burns
T32.77,ICD10CM,burns
T24.012A,ICD10CM,burns
T31.0,ICD10CM,burns
T23.071D,ICD10CM,burns
T22.241D,ICD10CM,burns
T24.532D,ICD10CM,burns
T22.661A,ICD10CM,burns
T22.051A,ICD10CM,burns
T22.652A,ICD10CM,burns
T22.159A,ICD10CM,burns
T22.312D,ICD10CM,burns
T24.199D,ICD10CM,burns
T23.762A,ICD10CM,burns
T28.99XA,ICD10CM,burns
T32.83,ICD10CM,burns
T22.741A,ICD10CM,burns
T32.92,ICD10CM,burns
T23.221D,ICD10CM,burns
T23.199A,ICD10CM,burns
T22.199A,ICD10CM,burns
T25.612A,ICD10CM,burns
T20.62XD,ICD10CM,burns
T25.521D,ICD10CM,burns
T27.1XXA,ICD10CM,burns
T25.092A,ICD10CM,burns
T24.419D,ICD10CM,burns
T28.919A,ICD10CM,burns
T24.501D,ICD10CM,burns
T22.392D,ICD10CM,burns
T25.231A,ICD10CM,burns
T31.73,ICD10CM,burns
T20.25XD,ICD10CM,burns
T26.81XA,ICD10CM,burns
T32.97,ICD10CM,burns
T21.06XD,ICD10CM,burns
T25.132A,ICD10CM,burns
T20.37XA,ICD10CM,burns
T20.06XD,ICD10CM,burns
T24.709D,ICD10CM,burns
T23.421D,ICD10CM,burns
T24.112A,ICD10CM,burns
T20.23XA,ICD10CM,burns
T23.362D,ICD10CM,burns
T28.7XXA,ICD10CM,burns
T25.429D,ICD10CM,burns
T21.35XD,ICD10CM,burns
T20.64XA,ICD10CM,burns
T23.009D,ICD10CM,burns
T21.11XD,ICD10CM,burns
T24.139D,ICD10CM,burns
T22.742A,ICD10CM,burns
T32.54,ICD10CM,burns
T22.531D,ICD10CM,burns
T23.769A,ICD10CM,burns
T20.411D,ICD10CM,burns
T24.292A,ICD10CM,burns
T28.412A,ICD10CM,burns
T23.322A,ICD10CM,burns
T23.269A,ICD10CM,burns
T26.90XA,ICD10CM,burns
T23.709D,ICD10CM,burns
T22.629D,ICD10CM,burns
T21.31XD,ICD10CM,burns
T20.619D,ICD10CM,burns
T24.502A,ICD10CM,burns
T26.61XA,ICD10CM,burns
T22.251D,ICD10CM,burns
T24.192A,ICD10CM,burns
T24.221A,ICD10CM,burns
T22.569D,ICD10CM,burns
T20.00XA,ICD10CM,burns
T22.492D,ICD10CM,burns
T24.332D,ICD10CM,burns
T21.12XD,ICD10CM,burns
T22.421D,ICD10CM,burns
T25.421D,ICD10CM,burns
T22.632A,ICD10CM,burns
T22.799D,ICD10CM,burns
T25.222D,ICD10CM,burns
T25.399A,ICD10CM,burns
T21.30XD,ICD10CM,burns
T22.359D,ICD10CM,burns
T23.031A,ICD10CM,burns
T22.362A,ICD10CM,burns
T22.622D,ICD10CM,burns
T32.20,ICD10CM,burns
T23.179D,ICD10CM,burns
T25.139A,ICD10CM,burns
T21.79XD,ICD10CM,burns
T25.199A,ICD10CM,burns
T25.692A,ICD10CM,burns
T21.50XA,ICD10CM,burns
T31.31,ICD10CM,burns
T23.019A,ICD10CM,burns
T28.919D,ICD10CM,burns
T20.40XA,ICD10CM,burns
T22.069A,ICD10CM,burns
T22.461D,ICD10CM,burns
T23.629D,ICD10CM,burns
T28.8XXA,ICD10CM,burns
T20.14XD,ICD10CM,burns
T23.591D,ICD10CM,burns
T22.491D,ICD10CM,burns
T23.791D,ICD10CM,burns
T23.172D,ICD10CM,burns
T22.361D,ICD10CM,burns
T22.132D,ICD10CM,burns
T22.00XA,ICD10CM,burns
T22.549A,ICD10CM,burns
T26.40XA,ICD10CM,burns
T21.45XA,ICD10CM,burns
T20.63XD,ICD10CM,burns
T24.499A,ICD10CM,burns
T24.301D,ICD10CM,burns
T22.161A,ICD10CM,burns
T23.532D,ICD10CM,burns
T23.132A,ICD10CM,burns
T32.70,ICD10CM,burns
T22.222D,ICD10CM,burns
T32.61,ICD10CM,burns
T23.169A,ICD10CM,burns
T23.609A,ICD10CM,burns
T23.571A,ICD10CM,burns
T20.112D,ICD10CM,burns
T23.462D,ICD10CM,burns
T25.691D,ICD10CM,burns
T31.80,ICD10CM,burns
T23.692D,ICD10CM,burns
T25.219A,ICD10CM,burns
T23.239D,ICD10CM,burns
T21.36XA,ICD10CM,burns
T23.222A,ICD10CM,burns
T23.061D,ICD10CM,burns
T23.419D,ICD10CM,burns
T23.461A,ICD10CM,burns
T24.122D,ICD10CM,burns
T23.611D,ICD10CM,burns
T24.622A,ICD10CM,burns
T22.739D,ICD10CM,burns
T25.411D,ICD10CM,burns
T25.732D,ICD10CM,burns
T20.75XD,ICD10CM,burns
T21.49XD,ICD10CM,burns
T22.469A,ICD10CM,burns
T23.469D,ICD10CM,burns
T20.34XA,ICD10CM,burns
T31.92,ICD10CM,burns
T22.049A,ICD10CM,burns
T20.34XD,ICD10CM,burns
T22.752A,ICD10CM,burns
T22.10XD,ICD10CM,burns
T31.40,ICD10CM,burns
T24.632A,ICD10CM,burns
T23.562D,ICD10CM,burns
T32.86,ICD10CM,burns
T22.732D,ICD10CM,burns
T23.719A,ICD10CM,burns
T24.011A,ICD10CM,burns
T24.621A,ICD10CM,burns
T31.10,ICD10CM,burns
T24.221D,ICD10CM,burns
T22.599D,ICD10CM,burns
T32.42,ICD10CM,burns
T21.25XA,ICD10CM,burns
T25.122A,ICD10CM,burns
T23.591A,ICD10CM,burns
T24.309A,ICD10CM,burns
T20.29XA,ICD10CM,burns
T24.302A,ICD10CM,burns
T24.312D,ICD10CM,burns
T23.161A,ICD10CM,burns
T24.039A,ICD10CM,burns
T23.539A,ICD10CM,burns
T25.292D,ICD10CM,burns
T22.222A,ICD10CM,burns
T22.539A,ICD10CM,burns
T20.55XD,ICD10CM,burns
T22.092D,ICD10CM,burns
T24.421A,ICD10CM,burns
T20.60XA,ICD10CM,burns
T26.51XA,ICD10CM,burns
T23.791A,ICD10CM,burns
T27.4XXA,ICD10CM,burns
T22.341D,ICD10CM,burns
T21.55XA,ICD10CM,burns
T21.02XD,ICD10CM,burns
T22.362D,ICD10CM,burns
T22.191A,ICD10CM,burns
T22.521A,ICD10CM,burns
T25.491A,ICD10CM,burns
T24.201D,ICD10CM,burns
T24.591A,ICD10CM,burns
T23.262A,ICD10CM,burns
T23.032A,ICD10CM,burns
T21.01XD,ICD10CM,burns
T24.391D,ICD10CM,burns
T23.119D,ICD10CM,burns
T25.192A,ICD10CM,burns
T22.319A,ICD10CM,burns
T24.721D,ICD10CM,burns
T24.009D,ICD10CM,burns
T22.411A,ICD10CM,burns
T20.77XD,ICD10CM,burns
T25.131D,ICD10CM,burns
T25.592A,ICD10CM,burns
T22.449A,ICD10CM,burns
T25.311A,ICD10CM,burns
T20.011A,ICD10CM,burns
T24.239A,ICD10CM,burns
T24.231A,ICD10CM,burns
T20.32XD,ICD10CM,burns
T22.30XD,ICD10CM,burns
T23.569D,ICD10CM,burns
T21.42XD,ICD10CM,burns
T21.65XA,ICD10CM,burns
T20.53XA,ICD10CM,burns
T24.291D,ICD10CM,burns
T23.742A,ICD10CM,burns
T23.011A,ICD10CM,burns
T25.111A,ICD10CM,burns
T22.092A,ICD10CM,burns
T20.69XD,ICD10CM,burns
T22.649D,ICD10CM,burns
T23.232A,ICD10CM,burns
T22.299D,ICD10CM,burns
T22.041A,ICD10CM,burns
T20.712D,ICD10CM,burns
T25.091A,ICD10CM,burns
T24.629D,ICD10CM,burns
T31.86,ICD10CM,burns
T23.639D,ICD10CM,burns
T25.232A,ICD10CM,burns
T22.169A,ICD10CM,burns
T31.98,ICD10CM,burns
T23.161D,ICD10CM,burns
T25.192D,ICD10CM,burns
T22.619A,ICD10CM,burns
T22.461A,ICD10CM,burns
T25.511D,ICD10CM,burns
T25.621D,ICD10CM,burns
T25.111D,ICD10CM,burns
T22.269A,ICD10CM,burns
T23.092A,ICD10CM,burns
T23.739A,ICD10CM,burns
T21.73XA,ICD10CM,burns
T24.702D,ICD10CM,burns
T26.62XA,ICD10CM,burns
T22.511A,ICD10CM,burns
T20.619A,ICD10CM,burns
T23.141D,ICD10CM,burns
T23.572D,ICD10CM,burns
T25.212D,ICD10CM,burns
T20.212A,ICD10CM,burns
T24.599A,ICD10CM,burns
T26.41XA,ICD10CM,burns
T23.512A,ICD10CM,burns
T22.349A,ICD10CM,burns
T24.402D,ICD10CM,burns
T20.419D,ICD10CM,burns
T22.162A,ICD10CM,burns
T21.44XA,ICD10CM,burns
T22.121A,ICD10CM,burns
T23.642D,ICD10CM,burns
T25.092D,ICD10CM,burns
T24.411A,ICD10CM,burns
T21.16XA,ICD10CM,burns
T25.432A,ICD10CM,burns
T22.119D,ICD10CM,burns
T31.83,ICD10CM,burns
T23.192A,ICD10CM,burns
T20.519D,ICD10CM,burns
T28.412D,ICD10CM,burns
T26.50XD,ICD10CM,burns
T23.059D,ICD10CM,burns
T31.61,ICD10CM,burns
T23.661D,ICD10CM,burns
T23.429A,ICD10CM,burns
T23.769D,ICD10CM,burns
T22.019A,ICD10CM,burns
T22.099D,ICD10CM,burns
T22.139D,ICD10CM,burns
T25.129A,ICD10CM,burns
T23.149A,ICD10CM,burns
T20.12XD,ICD10CM,burns
T26.01XA,ICD10CM,burns
T22.322A,ICD10CM,burns
T28.2XXD,ICD10CM,burns
T22.519D,ICD10CM,burns
T24.699D,ICD10CM,burns
T25.319A,ICD10CM,burns
T23.402A,ICD10CM,burns
T22.751D,ICD10CM,burns
T21.19XD,ICD10CM,burns
T23.139D,ICD10CM,burns
T20.35XA,ICD10CM,burns
T22.022A,ICD10CM,burns
T25.622A,ICD10CM,burns
T31.32,ICD10CM,burns
T23.612D,ICD10CM,burns
T25.121D,ICD10CM,burns
T21.14XD,ICD10CM,burns
T32.74,ICD10CM,burns
T23.111D,ICD10CM,burns
T23.491D,ICD10CM,burns
T23.322D,ICD10CM,burns
T24.092A,ICD10CM,burns
T23.459A,ICD10CM,burns
T24.011D,ICD10CM,burns
T23.041A,ICD10CM,burns
T32.22,ICD10CM,burns
T25.322D,ICD10CM,burns
T20.20XD,ICD10CM,burns
T22.792A,ICD10CM,burns
T22.391A,ICD10CM,burns
T24.411D,ICD10CM,burns
T25.329D,ICD10CM,burns
T23.061A,ICD10CM,burns
T23.451A,ICD10CM,burns
T24.319A,ICD10CM,burns
T23.531D,ICD10CM,burns
T21.77XD,ICD10CM,burns
T21.29XD,ICD10CM,burns
T25.721D,ICD10CM,burns
T22.311A,ICD10CM,burns
T21.42XA,ICD10CM,burns
T23.249A,ICD10CM,burns
T27.1XXD,ICD10CM,burns
T25.329A,ICD10CM,burns
T23.792D,ICD10CM,burns
T28.8XXD,ICD10CM,burns
T24.722A,ICD10CM,burns
T31.62,ICD10CM,burns
